text,label
سلام امیر جان، پیش‌نویس قرارداد رو توی درایو گذاشتم: drive.google.com/file/d/570405 اگه سوالی داشتی بگو باهم نگاه بندازیم.,ham
برادر شما در یک شرایط اضطراری قرار گرفته و نیاز فوری به وجه نقد دارد. جهت اطلاعات بیشتر و کمک فوری با شماره 0914256752 تماس بگیرید.,spam
خواهر شما در یک شرایط اضطراری قرار گرفته و نیاز فوری به وجه نقد دارد. جهت اطلاعات بیشتر و کمک فوری با شماره 0902010496 تماس بگیرید.,spam
طبق بررسی سیستم مالیاتی، پرونده شما دارای بدهی معوق به مبلغ 8000 هزار تومان است. جهت جلوگیری از مسدود شدن حساب بانکی همین امروز با شماره 0994961312 تماس بگیرید.,spam
همسر شما در یک شرایط اضطراری قرار گرفته و نیاز فوری به وجه نقد دارد. جهت اطلاعات بیشتر و کمک فوری با شماره 02161053474 تماس بگیرید.,spam
فرصت سرمایه‌گذاری استثنایی، سرمایه خود را در عرض یک ماه دو برابر کنید بدون هیچ ریسکی. جهت مشاوره رایگان با شماره 0904867786 تماس بگیرید، ظرفیت محدود است.,spam
سلام، طبق درخواستتان رمز عبور حساب کاربری‌تان در آژانس هواپیمایی پرشین‌تور بازنشانی شد. برای تنظیم رمز جدید: shop-example.ir/reset-password/39890 این لینک تا ۲۴ ساعت آینده معتبر است.,ham
با سلام، پیرو ثبت‌نام شما در دانشگاه تهران، لینک دسترسی به پنل کاربری فعال شد: webinar-example.com/dashboard/86649 در صورت بروز مشکل با پشتیبانی تماس بگیرید.,ham
همکاری در طرح بازاریابی هرمی با سود تضمینی ماهانه، بدون نیاز به سرمایه اولیه بالا. برای شرکت در جلسه توجیهی رایگان با شماره 0901043037 تماس حاصل فرمایید.,spam
طبق بررسی سیستم مالیاتی، پرونده شما دارای بدهی معوق به مبلغ 50000 هزار تومان است. جهت جلوگیری از مسدود شدن حساب بانکی همین امروز با شماره 0918280833 تماس بگیرید.,spam
سلام آقای/خانم رضایی، بلیط پرواز اصفهان به تبریز صادر شد. فایل بلیط از لینک زیر قابل دانلود است: post-example.com/eticket/71644 پرواز یکشنبه ساعت ۶ عصر، لطفاً دو ساعت زودتر فرودگاه باشید.,ham
همکاری در طرح بازاریابی هرمی با سود تضمینی ماهانه، بدون نیاز به سرمایه اولیه بالا. برای شرکت در جلسه توجیهی رایگان با شماره 0932436347 تماس حاصل فرمایید.,spam
برادر شما در یک شرایط اضطراری قرار گرفته و نیاز فوری به وجه نقد دارد. جهت اطلاعات بیشتر و کمک فوری با شماره 0932512187 تماس بگیرید.,spam
فرصت سرمایه‌گذاری استثنایی، سرمایه خود را در عرض یک ماه دو برابر کنید بدون هیچ ریسکی. جهت مشاوره رایگان با شماره 0913634980 تماس بگیرید، ظرفیت محدود است.,spam
استخدام فوری، درآمد روزانه تضمینی 1500 هزار تومان، بدون نیاز به مدرک و سابقه کار. جهت هماهنگی مصاحبه با شماره 02165304649 تماس بگیرید.,spam
با سلام، پیرو ثبت‌نام شما در دانشگاه امیرکبیر، لینک دسترسی به پنل کاربری فعال شد: webinar-example.com/dashboard/36400 در صورت بروز مشکل با پشتیبانی تماس بگیرید.,ham
سلام دوستان، لینک ورود به کلاس آنلاین پنجشنبه ساعت ۶ عصر از طریق گوگل‌میت اینجاست: meet.google.com/klm-nopq-rst لطفاً چند دقیقه زودتر وصل شوید. با احترام، استاد موسوی,ham
فرصت عضویت در تیم معامله‌گری ارز دیجیتال با سود روزانه تضمینی. جهت دریافت اطلاعات بیشتر همین حالا با شماره 02146023439 تماس بگیرید، ظرفیت محدود است.,spam
با احترام، مرسوله‌ی پستی شما به مقصد رسیده و آماده‌ی تحویل است. وضعیت و کد رهگیری: example.com/track/51488,ham
باسلام، رزرو میز شما در کافه نادری برای یکشنبه ساعت ۶ عصر با موفقیت ثبت شد. جزئیات و امکان لغو از این لینک: webinar-example.com/booking/14473 منتظر حضورتان هستیم.,ham
استخدام فوری، درآمد روزانه تضمینی 3000 هزار تومان، بدون نیاز به مدرک و سابقه کار. جهت هماهنگی مصاحبه با شماره 0999312590 تماس بگیرید.,spam
سلام، طبق درخواستتان رمز عبور حساب کاربری‌تان در آژانس هواپیمایی پرشین‌تور بازنشانی شد. برای تنظیم رمز جدید: webinar-example.com/reset-password/63216 این لینک تا ۲۴ ساعت آینده معتبر است.,ham
اطلاعیه فوری، بسته پستی شما به‌دلیل عدم پرداخت عوارض گمرکی در انبار متوقف شده است. جهت آزادسازی مرسوله همین امروز با شماره 0917162857 تماس بگیرید.,spam
مشترک گرامی، شماره‌ی 104 خبرنامه‌ی سبک زندگی منتشر شد. برای مطالعه‌ی کامل: webinar-example.com/issue-66435 لغو اشتراک هر زمان از پایین همین ایمیل امکان‌پذیر است.,ham
حساب کاربری بانکی شما به‌دلیل ورود مشکوک موقتاً مسدود شده است. برای رفع مسدودی و تایید هویت با پشتیبانی امنیتی به شماره 0995988757 تماس بگیرید و کد پشت کارت را اعلام کنید.,spam
سلام، دعوت‌نامه‌ی وبینار «مدیریت زمان» برای دوشنبه هفته‌ی آینده ارسال شد. ثبت‌نام رایگان از لینک زیر: example.com/register/33018 این جلسه ضبط هم می‌شود.,ham
سلام، دعوت‌نامه‌ی وبینار «برنامه‌نویسی پایتون» برای یکشنبه هفته‌ی آینده ارسال شد. ثبت‌نام رایگان از لینک زیر: hr-example.com/register/77019 این جلسه ضبط هم می‌شود.,ham
دعوت به همکاری در فروش طلا و جواهر با سود بالا و بدون سرمایه، فقط ثبت‌نام تلفنی. جهت هماهنگی با شماره 0901135861 تماس بگیرید.,spam
مشترک گرامی، شماره‌ی 81 خبرنامه‌ی سبک زندگی منتشر شد. برای مطالعه‌ی کامل: webinar-example.com/issue-40363 لغو اشتراک هر زمان از پایین همین ایمیل امکان‌پذیر است.,ham
